Windows PowerShell
Copyright (C) Microsoft Corporation. All rights reserved.

Install the latest PowerShell for new features and improvements! https://aka.ms/PSWindows

PS C:\Users\sacha> scoop list
There aren't any apps installed.
PS C:\Users\sacha> scoop search
Results from local buckets...

Name                                    Version                           Source Binaries
protolint                               0.44.0                            main
prowiz                                  1.70                              main
proxychains                             0.6.8                             main
prs                                     0.5.0                             main
psake                                   4.9.0                             main
psgithub                                0.15.240                          main
pshazz                                  0.2022.03.09                      main
psutils                                 0.2020.02.27                      main
pt                                      2.2.0                             main
ptags                                   0.3.2                             main
pueue                                   3.1.2                             main
pulumi                                  3.68.0                            main
pup                                     0.4.0                             main
puppet-bolt                             3.27.1                            main
puppet                                  7.24.0                            main
purescript                              0.15.9                            main
pwsh                                    7.3.4                             main
px                                      0.8.4                             main
pyenv                                   3.1.1                             main
pyflow                                  0.3.1                             main
pyoxidizer                              0.24.0                            main
pypy2                                   7.3.11                            main
pypy3                                   7.3.11                            main
python                                  3.11.3                            main
q-dns                                   0.11.1                            main
q                                       3.1.6                             main
qaac                                    2.79                              main
qemu                                    8.0.0                             main
qpdf                                    11.3.0                            main
qr                                      1.0.0                             main
qrcp                                    0.10.1                            main
qrencode                                4.1.1-2                           main
quarkus-cli                             3.0.3                             main
questdb                                 7.1.3                             main
quick-lint-js                           2.13.0                            main
r                                       4.3.0                             main
r128gain                                1.0.7                             main
racket-minimal                          8.9                               main
racket                                  8.9                               main
radare2                                 5.8.6                             main
rage                                    0.9.1                             main
railway                                 3.3.1                             main
rainbow                                 1.2.1                             main
rakudo-moar                             2023.04-01                        main
rakudo-star                             2023.04-01                        main
rancher-cli                             2.6.11                            main
rancher-compose                         0.12.5                            main
rathole                                 0.4.7                             main
ravendb                                 5.4.104                           main
rcc                                     14.6.0                            main
rcedit                                  1.1.1                             main
rclone                                  1.62.2                            main
rdiff-backup                            2.2.5                             main
realcugan-ncnn-vulkan                   20220728                          main
realesrgan-ncnn-vulkan                  0.2.0                             main
recmd                                   1.6.0.0                           main
recycle-bin                             2.0.0                             main
red                                     20may23                           main
redis                                   7.0.11                            main
redpen                                  1.10.4                            main
redshift                                1.12                              main
refreshenv                              2022.06.30                        main
regula                                  3.2.1                             main
resharper-clt                           2023.1.2                          main
restic                                  0.15.2                            main
resvg                                   0.33.0                            main
retdec                                  5.0                               main
rethinkdb                               2.4.3                             main
reviewdog                               0.14.1                            main
rga                                     0.9.6                             main
rhash                                   1.4.3                             main
rink                                    0.6.3                             main
ripgrep                                 13.0.0                            main
rizin                                   0.5.2                             main
rke                                     1.4.5                             main
rktools2k3                              1.0                               main
rnr                                     0.4.2                             main
roswell                                 21.10.14.111                      main
rtmpdump                                2.3                               main
rtools                                  4.3.5550.5548                     main
ruby                                    3.2.2-1                           main
ruff                                    0.0.269                           main
runasti                                 1.0.0.1                           main
runat                                   0.2018.07.25                      main
rust-analyzer                           2023-05-15                        main
rust-gnu                                1.69.0                            main
rust-msvc                               1.69.0                            main
rust                                    1.69.0                            main
rustup-gnu                              1.26.0                            main
rustup-msvc                             1.26.0                            main
rustup                                  1.26.0                            main
ryzenadj                                0.13.0                            main
s                                       0.6.7                             main
s3deploy                                2.11.0                            main
s5cmd                                   2.0.0                             main
sacad                                   2.7.3                             main
sad                                     0.4.22                            main
saml2aws                                2.36.8                            main
sampler                                 1.1.0                             main
sapling                                 0.2.20230426.145232.7ea1f245      main
sass                                    1.62.1                            main
say                                     0.2020.02.27                      main
sayit                                   1.4                               main
sbcl                                    2.3.2                             main
sbt                                     1.8.3                             main
scala-cli                               0.2.1                             main
scala                                   3.2.2                             main
scaleway-cli                            2.14.0                            main
scc                                     3.1.0                             main
sccache                                 0.4.2                             main
schemacrawler                           16.19.9                           main
scholdoc                                0.1.3                             main
scons                                   4.5.2                             main
scoop-search                            1.3.1                             main
scoop-shim                              1.0.1                             main
scoop-validator                         1.0.2                             main
scrcpy                                  2.0                               main
scriptcs                                0.17.1                            main
sd                                      0.7.5                             main
sdcc                                    4.2.0                             main
sed                                     4.8                               main
selenium-manager                        1.0.0-M3                          main
selenium                                4.9.0                             main
sendmail                                32                                main
sentinel                                0.21.1                            main
sentry-cli                              2.18.0                            main
seqcli                                  2023.1.704                        main
serve                                   0.3.2                             main
serverless                              3.31.0                            main
sftpgo                                  2.5.0                             main
sget                                    2.0.1                             main
shadowsocks-rust                        1.15.3                            main
shasum                                  0.2020.02.27                      main
shellcheck                              0.9.0                             main
shfmt                                   3.6.0                             main
shim                                    0.2018.07.25                      main
sift                                    0.9.0                             main
signal-cli                              0.11.10                           main
sigrok                                  0.7.2                             main
silicon                                 0.5.1                             main
simple-http-server                      0.6.7                             main
simplex-chat                            3.2.1                             main
skywalking-cli                          0.11.0                            main
slang                                   0.27.21                           main
sliksvn                                 1.14.2b                           main
smartmontools                           7.3-1                             main
smimesign                               0.2.0                             main
snapraid                                12.2                              main
sndcpy                                  1.1                               main
solidity                                0.8.20                            main
sonar-scanner                           4.8.0.2856                        main
sonarqube                               9.9.1.69595                       main
sops                                    3.7.3                             main
sort-uniq-wc                            9.0                               main
sourcegraph-cli                         5.0.3                             main
sox                                     14.4.2                            main
spark                                   3.4.0                             main
spdx-sbom-generator                     0.0.15                            main
speedtest-cli                           1.2.0                             main
spicetify-cli                           2.18.1                            main
spotbugs                                4.7.3                             main
spotify-tui                             0.25.0                            main
sqlcl                                   23.1.0.089.0929                   main
sqldef                                  0.15.26                           main
sqlite                                  3.42.0                            main
srecord                                 1.64                              main
srlua                                   5.4.6                             main
srvany-ng                               1.0.0.0                           main
srvman                                  1.0                               main
sslscan                                 2.0.16                            main
stack                                   2.11.1                            main
starship                                1.14.2                            main
static-web-server                       2.16.0                            main
staticcheck                             2023.1.3                          main
stdiscosrv                              1.23.4                            main
stern                                   1.25.0                            main
stlink                                  1.7.0                             main
stoplight-prism                         5.0.0                             main
stylua                                  0.17.1                            main
suanpan                                 3.0                               main
sudo                                    0.2020.01.26                      main
surrealdb                               1.0.0-beta.9                      main
svtplay-dl                              4.20                              main
swift                                   5.8                               main
swig                                    4.1.1                             main
syft                                    0.80.0                            main
symfony-cli                             5.5.6                             main
syncany-cli                             0.4.9                             main
syncthing                               1.23.4                            main
tailwindcss                             3.3.2                             main
talosctl                                1.4.4                             main
tar                                     1.23                              main
task                                    3.24.0                            main
tcc                                     0.9.27                            main
tcping                                  0.39                              main
tea                                     0.9.2                             main
tealdeer                                1.6.1                             main
tectonic                                0.12.0                            main
tektoncd-cli                            0.31.0                            main
telegraf                                1.26.2                            main
teleport                                13.0.2                            main
telnet                                  msys-inetutils-1.7-1              main
tere                                    1.4.0                             main
termscp                                 0.12.0                            main
termshark                               2.4.0                             main
terraform-docs                          0.16.0                            main
terraform-provider-ibm                  1.53.0                            main
terraform-switcher                      0.13.1308                         main
terraform                               1.4.6                             main
terraformer                             0.8.22                            main
terragrunt                              0.45.15                           main
tesseract-languages                     4.1.0                             main
tesseract                               5.3.0.20221214                    main
texlab                                  5.5.1                             main
tflint                                  0.46.1                            main
tfsec                                   1.28.1                            main
thrift                                  0.18.1                            main
ticker                                  4.5.10                            main
tickrs                                  0.14.8                            main
tidy                                    5.8.0                             main
time                                    0.2018.07.25                      main
tinygo                                  0.27.0                            main
tldr                                    0.6.1                             main
tokei                                   12.1.2                            main
topgrade                                11.0.2                            main
tor                                     0.4.7.13-12.0.6                   main
torpar                                  1.1.0                             main
touch                                   0.2018.07.25                      main
tproxy                                  0.7.2                             main
traefik                                 2.10.1                            main
transmission-cli                        4.0.3                             main
tre-command                             0.4.0                             main
tree-sitter                             0.20.8                            main
trid                                    2.24-23.05.17                     main
trojan                                  1.16.0                            main
trufflehog                              3.36.0                            main
tta                                     2.3                               main
ttyd                                    1.7.3                             main
ttyper                                  1.2.0                             main
tunnel                                  0.5.15                            main
tup                                     0.7.11-111                        main
twilio-cli                              5.8.1                             main
twitchdownloader-cli                    1.52.8                            main
typst                                   0.3.0                             main
uber-apk-signer                         1.3.0                             main
ugrep                                   3.11.2                            main
unar                                    1.8.1                             main
unbound                                 1.17.1                            main
uncap                                   0.3.0                             main
uncrustify                              0.76.0                            main
unison                                  2.53.3                            main
units                                   2.22                              main
unrar                                   6.21                              main
unshield                                1.5.1                             main
unxutils                                2007.03.01                        main
unzip                                   6.00                              main
up                                      1.7.1                             main
upbound-cli                             0.17.0                            main
upm                                     1.0                               main
upx                                     4.0.2                             main
usql                                    0.14.6                            main
uutils-coreutils-lean                   0.0.18                            main
uutils-coreutils                        0.0.18                            main
v                                       0.3.4                             main
v2ray                                   5.4.1                             main
vagrant                                 2.3.6                             main
vale                                    2.26.0                            main
vals                                    0.25.0                            main
vapoursynth                             62                                main
vault                                   1.13.2                            main
vbindiff                                3.0-beta5                         main
vcluster                                0.15.0                            main
vcpkg                                   2023.04.15                        main
vdesk                                   1.2.0                             main
vector                                  0.29.1                            main
velero                                  1.11.0                            main
vhs                                     0.4.0                             main
vim                                     9.0                               main
vimtutor                                0.2018.07.25                      main
vivetool                                0.3.3                             main
vmaf                                    2.3.1                             main
volta                                   1.1.1                             main
vswhere                                 3.1.4                             main
vt-cli                                  0.13.0                            main
vulkan                                  1.3.246.1                         main
vultr                                   2.16.2                            main
waifu2x-converter-cpp                   5.3.4                             main
waifu2x-ncnn-vulkan                     20220728                          main
wakatime-cli                            1.73.1                            main
wapm-cli                                0.5.9                             main
warp                                    0.3.0                             main
wasm4                                   2.5.4                             main
wasmer                                  v3.3.0                            main
wasmtime                                8.0.1                             main
watchexec                               1.22.3                            main
watchman                                2023.05.08.00                     main
wavpack                                 5.6.0                             main
waypoint                                0.11.1                            main
webhook                                 2.8.0                             main
wgcf                                    2.2.17                            main
wget                                    1.21.4                            main
which                                   2.20                              main
whisper-cpp                             1.4.0                             main
win-acme                                2.2.4.1500                        main
win32yank                               0.1.1                             main
windows-application-driver              1.2.1                             main
winfetch                                2.5.0                             main
winflexbison                            2.5.25                            main
winget-ps                               1.4.10173                         main
winget                                  1.4.10173                         main
wingetcreate                            1.2.5.0                           main
winnfsd                                 2.4.0                             main
winpython                               3.10.9.0                          main
winsw                                   2.12.0                            main
wireproxy                               1.0.5                             main
wixtoolset                              3.11.2                            main
wkhtmltopdf                             0.12.6-1                          main
wormhole-william                        1.0.6                             main
wp-cli                                  2.7.1                             main
wrangler                                1.21.0                            main
wstunnel                                5.0                               main
wttop                                   1.1                               main
wuzz                                    0.5.0                             main
x264                                    3107                              main
x265                                    3.5+102-34532bd                   main
xdelta                                  3.1.0                             main
xh                                      0.18.0                            main
xidel                                   0.9.8                             main
xmake                                   2.7.9                             main
xming                                   6.9.0.31                          main
xmlstarlet                              1.6.1                             main
xpdf-tools-lsp                          2011-Aug-15                       main
xpdf-tools                              4.04                              main
xray                                    1.7.5                             main
xsv                                     0.13.0                            main
xtensa-esp32-elf                        11_2_0-esp-2022r1                 main
xxcopy                                  3.33.3                            main
xz                                      5.2.9                             main
y-cruncher                              0.7.10.9513                       main
yara                                    4.3.1-2141                        main
yarn                                    1.22.19                           main
yasm                                    1.3.0                             main
yedit                                   1.90                              main
yori                                    1.90                              main
yosys                                   0.9                               main
youtube-dl                              2021.12.17                        main
yq                                      4.33.3                            main
yregedit                                1.90                              main
yt-dlp                                  2023.03.04                        main
ytcast                                  1.3.0                             main
ytt                                     0.45.1                            main
yubico-piv-tool                         2.3.1                             main
yubikey-personalization                 1.19.0                            main
z.lua                                   1.8.16                            main
z3                                      4.12.2                            main
zeebe                                   8.2.5                             main
zenhan                                  0.0.1                             main
zig                                     0.10.1                            main
zip                                     3.0                               main
zola                                    0.17.2                            main
zookeeper                               3.8.1                             main
zoxide                                  0.9.1                             main
zstd                                    1.5.5                             main


PS C:\Users\sacha>
